Id,label
766723500,4
739273600,2
156621880,4
156551275,1
793980800,2
169711900,4
199868467,1
589572100,3
224843800,2
211596630,1
478375699,3
157732733,4
191626000,2
733521000,3
346084800,2
156114825,4
157696781,3
284939400,4
651357200,3
145652100,1
586902000,3
808543700,4
502550200,2
791749200,2
485261000,3
245902800,2
217787088,2
166044200,3
179526624,4
143152217,3
285008148,1
258798451,4
824998500,4
273215200,2
491391200,3
279829100,2
248786921,1
199855258,1
156583865,1
172328996,3
853154999,4
595410800,3
149455044,4
409983499,3
209417803,4
325610200,2
199873754,1
331449162,2
158129761,4
201005896,4
534513500,3
158150126,4
165114956,1
704249700,3
219767800,4
156585313,4
227643039,2
887083200,1
836052600,2
195319427,1
163058353,2
433745800,3
319618200,2
158154506,4
179230661,2
285516579,1
136825754,2
163058266,1
157776065,1
158132644,1
211596686,2
209423387,4
833297700,4
491761900,3
188226200,2
313833600,3
402475500,3
900251400,4
143750634,2
351071800,3
155342273,1
179230707,4
238133693,2
157777729,4
199854995,1
156611349,4
855625100,4
199841844,2
217787885,2
165103100,3
158277235,1
257611400,2
157785401,3
158040318,3
904873199,4
759562800,3
154807637,1
523162699,3
632364300,3
316583636,3
132246917,2
154748280,2
774091900,2
179604907,1
374128600,1
428577199,3
156532425,4
285239597,1
377948800,3
907091100,4
158038444,1
698398700,3
847097300,4
139185984,1
183542100,3
261562599,2
199853828,1
215836136,1
581684700,3
211591126,3
199878288,2
199850019,3
194876241,2
162113600,4
157627515,4
238152612,1
319511400,2
862423500,4
158157601,1
495580200,3
156550034,4
165115027,1
753265300,4
157951430,2
211588631,1
270975100,4
177847337,3
145324628,3
271490700,2
227288500,2
192306131,1
264831900,2
179230681,1
249705800,2
316583831,1
702381700,3
200996499,2
211604136,4
158826238,3
237778300,2
329817000,2
807246200,2
141352767,3
898602000,4
325081400,2
244214727,2
158287793,4
158134238,3
285007756,1
211602540,4
304022600,4
182961700,1
158115535,1
521261500,3
242385689,4
199577200,2
257093300,2
155350478,1
228311900,2
411754000,3
543412300,3
158150201,3
380036100,3
179431479,1
179229704,2
165112479,1
211581542,1
241568400,2
285516573,1
163693755,3
158150848,3
503031900,3
156710022,4
179597856,1
154767467,1
211588317,4
163058226,1
820572800,3
258813206,1
699478000,3
241360800,4
134521122,3
157696514,4
414862600,3
158117111,3
351749100,2
179603891,2
158140309,3
156608467,1
157601459,3
331446560,1
179575770,4
156552696,4
179597862,1
294136093,1
791226500,3
319430200,2
154749491,1
165106687,3
249487200,3
165110702,1
385860400,3
157793133,1
155342309,1
199876788,1
288112000,4
847479900,2
341841500,2
179225823,4
656317300,3
495144499,3
439071200,3
268475700,3
675679600,3
154749552,4
157738811,3
157739140,1
258969470,1
242385700,2
158826269,1
154767905,3
199855706,1
199853938,1
158106292,4
156531472,1
155900034,1
199852887,1
158117908,3
315266300,2
217786448,1
200131200,2
722501400,4
733732800,3
202469081,4
157605513,3
264316800,2
158160392,3
172329459,3
200331205,2
204481600,3
741340600,4
805207900,4
876690600,3
209429650,4
157783414,4
392599400,1
155349192,1
285008832,1
747834300,2
741730400,4
554583800,3
211607250,4
285461010,1
458992000,3
459287500,3
319085800,2
761036600,1
311280800,2
258380793,1
145359603,3
757056600,4
731872700,3
423041200,4
585202100,3
147691118,4
777893700,3
156401946,1
158286719,3
242385499,1
158140740,1
156588710,1
229337800,2
156608586,1
559863300,3
305909600,2
156115672,1
211596621,4
851337000,3
211585421,4
494327800,3
621869500,1
331449112,2
145363890,2
165112003,1
159385770,4
179604981,4
613827400,3
754402700,4
904035500,4
331604716,1
848641499,4
157739059,3
211597170,2
323969600,2
157625994,1
193428900,2
331449179,4
147909649,3
898753000,4
735626100,1
158145327,1
136824987,4
179225700,1
211604589,4
199853904,2
134953152,3
803597100,4
200190183,2
156103818,1
688079400,3
157788279,1
211596369,1
839471099,4
610744900,3
157789793,2
145068534,1
294142869,2
304640300,2
453930200,3
184242100,2
154814649,4
204422348,1
406727000,2
923638300,4
504758200,3
316644708,1
642251000,3
177208268,1
905845200,3
158040917,1
785294400,4
200187655,2
753649800,4
338030200,2
165119584,1
238152520,2
158826451,1
156111972,2
249803400,2
316644692,1
205537805,2
172329324,1
157789382,1
837743900,4
199844011,3
151503500,3
208830500,2
295543000,2
199854511,3
440231900,3
587646700,3
216937205,1
156552593,2
199843483,3
195319504,1
375705000,3
275227200,2
251480800,2
145366743,1
202481442,2
317667420,4
712741000,3
145070880,4
179230329,2
422701399,3
158109487,3
156400934,1
199843097,1
145069892,2
205538042,2
639193000,3
786740600,2
864662600,4
211590780,4
778297200,3
136818501,1
245042299,2
179571688,3
382716600,3
156629488,1
807703600,2
211597259,2
137531815,4
156609771,3
158147278,1
418148800,2
155342943,1
199853509,3
389486200,3
158116473,1
386791600,3
211604727,2
339906300,2
154748271,2
267709300,2
209423372,4
158118544,2
294864407,1
855533500,4
156552740,4
632018800,3
814325599,3
697063000,3
154748787,4
231994000,2
316644847,1
199853762,2
172329772,1
192306169,4
202483091,4
209414497,1
162461800,3
143144310,1
156711095,1
285239584,2
145371196,2
237921311,3
145061880,2
179401765,4
706692400,3
179228678,1
199852590,1
211313000,2
157949241,2
736873200,3
345341700,2
157784011,1
179571513,4
179575033,2
863825900,2
244214645,1
450297099,3
255372600,2
155491683,2
211588665,2
163058424,1
204794897,1
854607100,2
917931100,2
211597435,4
201003829,1
145365674,4
199841869,1
499712200,3
516872099,3
480497500,3
258175169,4
597899100,3
158273934,1
211591277,4
147695155,3
460712700,3
703145100,3
201288499,2
258974300,2
258813776,1
225284800,3
136818019,1
157945715,1
246089900,2
199841852,1
763742500,4
375273300,3
202480007,2
794637500,2
291453900,2
158151174,1
211584250,2
598035300,3
647945500,3
393127600,3
143158753,1
156584047,1
157604162,3
734505200,3
158132054,3
157697562,3
158162043,3
913647900,4
248202175,1
817314099,1
